"장소ID","장소명","도로명주소","위도","경도","등록일시","수정일시","지번주소","사용여부"
1690,"꺼멍목장","",33.2429291,126.4545798,19/06/30,19/06/30,"제주특별자치도 서귀포시 중문동 1636","y"
1695,"sk렌트카 셔틀버스","제주특별자치도 제주시 일주동로 30-36",33.5040538,126.4924299,19/07/02,19/07/02,"제주특별자치도 제주시 용담2동 1946","y"
1744,"옛마을펜션","제주특별자치도 서귀포시 안덕면 중산간서로 1995-27",33.2503704,126.5816304,19/07/10,19/07/10,"제주특별자치도 서귀포시 영천동 612-1","y"
1698,"더로맨틱 내 생에 가장 아름다운 날들","",33.4370702,126.6755946,19/07/03,19/07/03,"제주특별자치도 제주시 조천읍 교래리 464-2","y"
1714,"피규어뮤지엄","제주특별자치도 서귀포시 태평로 156 델앤델리조트",33.3319209,126.363306,19/07/05,19/07/05,"제주특별자치도 서귀포시 안덕면 광평리 산106-2","y"
1720,"티아일랜드(숙소)","제주특별자치도 서귀포시 막숙포로 100 T 아일랜드 펜션",33.2335586,126.5116295,19/07/05,19/07/05,"제주특별자치도 서귀포시 대륜동 1452","y"
1806,"새우조나단","제주특별자치도 제주시 조함해안로 490 오션그랜드제주호텔",33.5425888,126.665175,19/07/17,19/07/17,"제주특별자치도 제주시 조천읍 함덕리 1252-55","y"
1728,"제주공항","제주특별자치도 제주시 공항로 2",33.5067355,126.4927934,19/07/07,19/07/07,"제주특별자치도 제주시 용담2동 2002","y"
1741,"제주워터서커스","제주특별자치도 서귀포시 성산등용로17번길 55",33.4233919,126.7436454,19/07/09,19/07/09,"제주특별자치도 제주시 구좌읍 송당리 2764-2","y"
1803,"제주공항","제주특별자치도 제주시 1100로 2070-510 윗세오름대피소",33.5060653,126.4930682,19/07/17,19/07/17,"제주특별자치도 제주시 용담2동 2002-7","y"
1805,"소금바치 순이네","제주특별자치도 제주시 해맞이해안로 2196",33.5035986,126.9126794,19/07/17,19/07/17,"제주특별자치도 제주시 구좌읍 종달리 42-5","y"
1807,"랜딩커피","",33.4351966,126.918853,19/07/17,19/07/17,"제주특별자치도 서귀포시 성산읍 고성리","y"
1808,"육고깃집","제주특별자치도 제주시 한림중앙로 30",33.4119015,126.2649292,19/07/17,19/07/17,"제주특별자치도 제주시 한림읍 한림리 942-2","y"
1810,"협재45m","제주특별자치도 제주시 한림로 381-8",33.3973252,126.2434584,19/07/18,19/07/18,"제주특별자치도 제주시 한림읍 협재리 1661","y"
1837,"알프스승마장포니","제주특별자치도 서귀포시 표선면 서성일로 73",33.3984902,126.8027855,19/07/20,19/07/20,"제주특별자치도 서귀포시 표선면 성읍리 475","y"
1605,"무거버거","",33.5489023,126.6549363,18/11/19,18/11/19,"제주특별자치도 제주시 조천읍 신흥리 15-5","y"
1582,"최남단체럼감귤농장","",33.2897637,126.693919,18/11/12,18/11/12,"제주특별자치도 서귀포시 남원읍 남원리 2137-7","y"
1606,"독채펜션","제주특별자치도 제주시 애상로 203",33.4526893,126.3417242,18/11/19,18/11/19,"제주특별자치도 제주시 애월읍 고내리 730-5","y"
1607,"할로비치","",33.3111122,126.2800088,18/11/19,18/11/19,"제주특별자치도 제주시 한경면 저지리 산38-30","y"
1617,"제주시청서문떡볶이","제주특별자치도 제주시 광양8길 2",33.5001183,126.5290124,18/11/22,18/11/22,"제주특별자치도 제주시 이도2동 1773-20","y"
1657,"하효항(트릭아트 포토존)","제주특별자치도 제주시 한경면 녹차분재로 542",33.2492664,126.6210915,19/06/23,19/06/23,"제주특별자치도 서귀포시 하효동","y"
1642,"데이즈호텔","제주특별자치도 서귀포시 동홍로 7",33.2492761,126.5674376,19/06/20,19/06/20,"제주특별자치도 서귀포시 중앙동 255-1","y"
1654,"제주국제공항","제주특별자치도 제주시 공항로 2",33.5052889,126.4905795,19/06/23,19/06/23,"제주특별자치도 제주시 도두동 1","y"
1662,"늘푸른농원(연리지가든)","제주특별자치도 서귀포시 성산등용로 44 옛날옛적",33.3444147,126.2026145,19/06/23,19/06/23,"제주특별자치도 제주시 한경면 두모리 288-1","y"
1769,"하이엔드 제주","제주특별자치도 제주시 애월북서길 56-1",33.4626811,126.3094215,19/07/13,19/07/13,"제주특별자치도 제주시 애월읍 애월리 2543-5","y"
1735,"성원식당","제주특별자치도 서귀포시 형제해안로 282",33.2097954,126.2915121,19/07/09,19/07/09,"제주특별자치도 서귀포시 대정읍 상모리 87-5","y"
1743,"제주공항","제주특별자치도 제주시 공항로 2",33.5073091,126.4961355,19/07/10,19/07/10,"제주특별자치도 제주시 용담2동 2002","y"
1814,"제주공항","제주특별자치도 제주시 다호동길 12",33.5007868,126.4959283,19/07/18,19/07/18,"제주특별자치도 제주시 용담2동 1696-1","y"
1790,"해든","제주특별자치도 제주시 1100로 2070-510 윗세오름대피소",33.5062214,126.4701133,19/07/15,19/07/15,"제주특별자치도 제주시 도두동 1750-2","y"
1799,"공항","제주특별자치도 서귀포시 중정로73번길 10-1",33.5058047,126.4936741,19/07/16,19/07/16,"제주특별자치도 제주시 용담2동 1462","y"
1835,"마라도여객선","제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관",33.2059129,126.2913572,19/07/20,19/07/20,"제주특별자치도 서귀포시 대정읍 상모리","y"
1838,"제주43평화공원","제주특별자치도 제주시 명림로 430 제주4.3평화기념관",33.4514547,126.6191461,19/07/20,19/07/20,"제주특별자치도 제주시 봉개동 237-2","y"
1844,"바다속고등어쌈밥","제주특별자치도 제주시 일주서로 7089",33.4842718,126.406797,19/07/21,19/07/21,"제주특별자치도 제주시 애월읍 하귀1리 1548","y"
1846,"거문오름","제주특별자치도 제주시 선교로 569-36 제주세계자연유산센터",33.4567707,126.7156406,19/07/21,19/07/21,"제주특별자치도 제주시 조천읍 선흘리 481","y"
1848,"협재해수욕장","",33.3942943,126.239933,19/07/22,19/07/22,"제주특별자치도 제주시 한림읍 협재리","y"
1850,"공룡랜드","제주특별자치도 제주시 광령평화2길 1",33.4418847,126.4336582,19/07/22,19/07/22,"제주특별자치도 제주시 애월읍 광령리 2696","y"
1851,"항몽유적지","제주특별자치도 제주시 항파두리로 50",33.4525565,126.4080064,19/07/22,19/07/22,"제주특별자치도 제주시 애월읍 상귀리 1012","y"
1859,"제주공항","",33.5019837,126.4944073,19/07/23,19/07/23,"제주특별자치도 제주시 용담2동 1921","y"
1860,"제주공항","제주특별자치도 제주시 공항로 2",33.5066793,126.4929749,19/07/23,19/07/23,"제주특별자치도 제주시 용담2동 2002","y"
1862,"제주봄뮤지엄스테이","제주특별자치도 서귀포시 검은여로130번길 68-16",33.2502623,126.5872856,19/07/23,19/07/23,"제주특별자치도 서귀포시 영천동 329-1","y"
1877,"숙소","제주특별자치도 제주시 비월1길 17 우진빌라",33.3946871,126.2582329,19/07/24,19/07/24,"제주특별자치도 제주시 한림읍 옹포리 871","y"
1878,"버거킹 이마트신제주점","제주특별자치도 제주시 비월1길 17 우진빌라",33.4769512,126.4754054,19/07/24,19/07/24,"제주특별자치도 제주시 노형동 1537","y"
1882,"한림칠돈가","",33.4072821,126.2615733,19/07/24,19/07/24,"제주특별자치도 제주시 한림읍 동명리 2251","y"
1883,"돈드림","제주특별자치도 제주시 조함해안로 573",33.5442264,126.6728756,19/07/25,19/07/25,"제주특별자치도 제주시 조천읍 함덕리 218-1","y"
1627,"천짓골식당","제주특별자치도 서귀포시 중앙로41번길 4",33.2482274,126.561346,19/06/20,19/06/20,"제주특별자치도 서귀포시 천지동 294-10","y"
1665,"제주공항","제주특별자치도 제주시 공항로 2",33.5067682,126.490769,19/06/24,19/06/24,"제주특별자치도 제주시 용담2동 2002","y"
1697,"마니펜션","",33.4989358,126.7567075,19/07/03,19/07/03,"제주특별자치도 제주시 구좌읍 덕천리 794","y"
1676,"마라도가는여객선","",33.2071072,126.2905232,19/06/27,19/06/27,"제주특별자치도 서귀포시 대정읍 상모리 133-5","y"
1753,"그마니네","제주특별자치도 제주시 일주서로 7217",33.4891271,126.4189683,19/07/12,19/07/12,"제주특별자치도 제주시 애월읍 하귀1리 266-5","y"
1713,"임금님밥상","제주특별자치도 제주시 오광로 128",33.4849105,126.4609049,19/07/05,19/07/05,"제주특별자치도 제주시 노형동 3742","y"
1726,"참녀네집","",33.5599918,126.7299613,19/07/07,19/07/07,"제주특별자치도 제주시 구좌읍 김녕리 6147","y"
1752,"홋카이도","제주특별자치도 제주시 노연로 42 정한오피스텔",33.4857841,126.4846827,19/07/12,19/07/12,"제주특별자치도 제주시 노형동 939-2","y"
1760,"도민상회본점","제주특별자치도 제주시 한림로3길 8",33.4133009,126.2602732,19/07/12,19/07/12,"제주특별자치도 제주시 한림읍 한림리 1590-6","y"
1761,"이너프","제주특별자치도 제주시 한림로3길 8",33.4560147,126.4189888,19/07/12,19/07/12,"제주특별자치도 제주시 애월읍 고성리 418-4","y"
1762,"금능샌드","제주특별자치도 제주시 한림로3길 8",33.3891868,126.2324889,19/07/12,19/07/12,"제주특별자치도 제주시 한림읍 금능리 2316","y"
1773,"컴퍼트리호텔","제주특별자치도 제주시 해안마을서4길 100",33.4528965,126.4489561,19/07/14,19/07/14,"제주특별자치도 제주시 노형동 2550","y"
1786,"랜트카","",33.500188,126.4897726,19/07/14,19/07/14,"제주특별자치도 제주시 도두동 96-3","y"
1788,"이마트","",33.4847783,126.4803986,19/07/14,19/07/14,"제주특별자치도 제주시 노형동 919-1","y"
1798,"스킨스쿠버","제주특별자치도 서귀포시 하례망장포로 65-13",33.2591856,126.6394506,19/07/16,19/07/16,"제주특별자치도 서귀포시 남원읍 하례리 64-10","y"
1861,"쏘카","제주특별자치도 제주시 용문로 8",33.5048729,126.4970976,19/07/23,19/07/23,"제주특별자치도 제주시 용담2동 1531-1","y"
1876,"공항","제주특별자치도 제주시 다호6길 52",33.5006884,126.4926998,19/07/24,19/07/24,"제주특별자치도 제주시 용담2동 1932","y"
1891,"제주다모르펜션","제주특별자치도 서귀포시 오조로 149-33",33.464535,126.911057,19/07/26,19/07/26,"제주특별자치도 서귀포시 성산읍 오조리 596","y"
1889,"마트로","제주특별자치도 제주시 중앙로 13",33.5168809,126.5254575,19/07/25,19/07/25,"제주특별자치도 제주시 건입동 1441","y"
1888,"제주 연안여객터미널","제주특별자치도 제주시 임항로 111 제주항연안여객터미널",33.5195072,126.5350026,19/07/25,19/07/25,"제주특별자치도 제주시 건입동 918-30","y"
1893,"우도천진항","",33.4916783,126.9503296,19/07/26,19/07/26,"제주특별자치도 제주시 우도면 연평리","y"
1894,"비양도 승마","",33.5145181,126.9671223,19/07/26,19/07/26,"제주특별자치도 제주시 우도면 연평리 12","y"
1896,"유어카K 1899-3568","제주특별자치도 제주시 서해안로 410",33.5008601,126.4787512,19/07/26,19/07/26,"제주특별자치도 제주시 도두동 1002-1","y"
1898,"엉덩물","제주특별자치도 제주시 성두길 7-7 삼우주택",33.4908866,126.4949134,19/07/27,19/07/27,"제주특별자치도 제주시 연동 291-116","y"
1899,"공항","제주특별자치도 제주시 구산로 65 제주지방해양경찰청",33.4999323,126.4984033,19/07/27,19/07/27,"제주특별자치도 제주시 용담2동 1676-1","y"
1900,"빛의 벙커","제주특별자치도 서귀포시 난고로 62",33.4409821,126.9002698,19/07/27,19/07/27,"제주특별자치도 서귀포시 성산읍 고성리 2051","y"
1902,"제주항 도착","제주특별자치도 제주시 임항로 191",33.5254874,126.5437826,19/07/30,19/07/30,"제주특별자치도 제주시 건입동 908-1","y"
1903,"선경 오피스텔 (숙소)","제주특별자치도 서귀포시 중정로 123 선경오피스텔",33.248675,126.5696077,19/07/30,19/07/30,"제주특별자치도 서귀포시 중앙동 251-1","y"
1904,"제주항 국제터미널","제주특별자치도 제주시 임항로 191",33.5258555,126.5438908,19/07/30,19/07/30,"제주특별자치도 제주시 건입동 908-18","y"
1905,"선경 오피스텔 (숙소)","제주특별자치도 서귀포시 중정로 123 선경오피스텔",33.2486256,126.5696377,19/07/30,19/07/30,"제주특별자치도 서귀포시 중앙동 251-1","y"
1906,"올래국수","제주특별자치도 제주시 귀아랑길 24",33.4914987,126.4973094,19/07/30,19/07/30,"제주특별자치도 제주시 연동 301-19","y"
1907,"제주에 가면 (해물 칼국수 13.000)","제주특별자치도 제주시 탑동로 119",33.5147202,126.5180032,19/07/30,19/07/30,"제주특별자치도 제주시 삼도2동 1158-22","y"
1579,"제주아로마돔나이트","제주특별자치도 제주시 연동10길 8",33.4849124,126.4916956,18/11/12,18/11/12,"제주특별자치도 제주시 연동 274-25","y"
1580,"제주OK렌터카","제주특별자치도 제주시 용문로 64",33.5035982,126.5030213,18/11/12,18/11/12,"제주특별자치도 제주시 용담2동 737-3","y"
1581,"제주대명샤인빌리조트","제주특별자치도 서귀포시 표선면 일주동로 6347-17 대명샤인빌리조트",33.3053755,126.7921334,18/11/12,18/11/12,"제주특별자치도 서귀포시 표선면 토산리 17","y"
1612,"제주막창","제주특별자치도 서귀포시 중정로91번길 12 무진주국밥",33.2494857,126.5656297,18/11/21,18/11/21,"제주특별자치도 서귀포시 중앙동 257-15","y"
1608,"중문국수마을","제주특별자치도 서귀포시 천제연로188번길 15 예그린하우스",33.2506241,126.4247003,18/11/19,18/11/19,"제주특별자치도 서귀포시 중문동 2049-1","y"
1613,"성이시돌목장","제주특별자치도 서귀포시 중정로91번길 12 무진주국밥",33.3469099,126.3273651,18/11/21,18/11/21,"제주특별자치도 제주시 한림읍 금악리 135-1","y"
1614,"이익새양과자점","제주특별자치도 제주시 명월성로 10-2",33.40782,126.2656602,18/11/21,18/11/21,"제주특별자치도 제주시 한림읍 동명리 1580-8","y"
1715,"제주국제공항","제주특별자치도 서귀포시 태평로 156 델앤델리조트",33.5037705,126.4926641,19/07/05,19/07/05,"제주특별자치도 제주시 용담2동 1946","y"
1624,"대명콘도","제주특별자치도 서귀포시 표선면 일주동로 6347-17 대명샤인빌리조트",33.3049414,126.7930167,18/11/22,18/11/22,"제주특별자치도 서귀포시 표선면 토산리 17","y"
1652,"제주 수련원","제주특별자치도 제주시 곽지9길 29 충청북도교육청제주교육원",33.4509867,126.3070133,19/06/22,19/06/22,"제주특별자치도 제주시 애월읍 곽지리 1622-61","y"
1700,"크리스마스리조트","제주특별자치도 제주시 해맞이해안로 2030-8",33.5090804,126.8997141,19/07/04,19/07/04,"제주특별자치도 제주시 구좌읍 종달리 1422","y"
1704,"제주조각공원","제주특별자치도 서귀포시 안덕면 일주서로 1836",33.2551512,126.3214646,19/07/04,19/07/04,"제주특별자치도 서귀포시 안덕면 덕수리 산27","y"
1818,"종달아이니","제주특별자치도 제주시 종달로5길 36",33.493166,126.8997351,19/07/19,19/07/19,"제주특별자치도 제주시 구좌읍 종달리 824-2","y"
1758,"버터모닝","제주특별자치도 제주시 하광로 279",33.4642424,126.4229936,19/07/12,19/07/12,"제주특별자치도 제주시 애월읍 광령리 3798-3","y"
1759,"돌카롱","제주특별자치도 제주시 용화로 58",33.5092626,126.5095574,19/07/12,19/07/12,"제주특별자치도 제주시 용담2동 626-8","y"
1827,"오막집국수","제주특별자치도 제주시 연무정길 43-1",33.5188836,126.4980019,19/07/20,19/07/20,"제주특별자치도 제주시 용담2동 1145-3","y"
1789,"g-stay","",33.3831818,126.2503815,19/07/14,19/07/14,"제주특별자치도 제주시 한림읍 협재리 1043-1","y"
1823,"제주사랑렌트카","제주특별자치도 제주시 연미길 103 제주사랑렌트카사무소",33.4857331,126.5023055,19/07/19,19/07/19,"제주특별자치도 제주시 연동 353-1","y"
1831,"곽지해수욕장","제주특별자치도 제주시 애월해안로 272",33.4511221,126.305467,19/07/20,19/07/20,"제주특별자치도 제주시 애월읍 곽지리 1565","y"
1832,"신화워터파크","제주특별자치도 제주시 애월해안로 272",33.3003397,126.310156,19/07/20,19/07/20,"제주특별자치도 서귀포시 안덕면 서광리 산36","y"
1833,"항공우주박물관","제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관",33.3042255,126.3000669,19/07/20,19/07/20,"제주특별자치도 서귀포시 안덕면 서광리 산39","y"
1834,"마라도","제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관",33.1220261,126.2701723,19/07/20,19/07/20,"제주특별자치도 서귀포시 대정읍 가파리","y"
1836,"다이나믹메이즈","제주특별자치도 서귀포시 표선면 번영로 2644 트릭아트뮤지엄",33.3990554,126.7854426,19/07/20,19/07/20,"제주특별자치도 서귀포시 표선면 성읍리 2381","y"
1839,"유리의성","제주특별자치도 제주시 한경면 녹차분재로 462 유리의 성",33.3147643,126.274476,19/07/20,19/07/20,"제주특별자치도 제주시 한경면 저지리 3135-1","y"
1849,"놀멘","제주특별자치도 제주시 애월로1길 24",33.4624613,126.3101576,19/07/22,19/07/22,"제주특별자치도 제주시 애월읍 애월리 2530","y"
1856,"숙소","제주특별자치도 서귀포시 위미중앙로225번길 8",33.2730985,126.6657905,19/07/22,19/07/22,"제주특별자치도 서귀포시 남원읍 위미리 1818","y"
1857,"추말례 천연염색","",33.3067597,126.2155728,19/07/22,19/07/22,"제주특별자치도 제주시 한경면 조수리 3289-1","y"
1578,"갈치어장","",33.3263109,126.845065,18/11/12,18/11/12,"제주특별자치도 서귀포시 표선면 표선리 45-4","y"
1588,"우도검멀래해수욕장","제주특별자치도 서귀포시 평화로 267",33.4967868,126.9672386,18/11/14,18/11/14,"제주특별자치도 제주시 우도면 연평리","y"
1592,"효섬마을초가집","제주특별자치도 제주시 명림로 241",33.4656592,126.6114282,18/11/14,18/11/14,"제주특별자치도 제주시 봉개동 234-236","y"
1739,"아루미호텔","제주특별자치도 서귀포시 색달중앙로 38",33.2585486,126.4139527,19/07/09,19/07/09,"제주특별자치도 서귀포시 예래동 2284-1","y"
1610,"다미안제과점","",33.2609039,126.5882194,18/11/20,18/11/20,"제주특별자치도 서귀포시 영천동 1083-1","y"
1618,"제주마당(통갈치)","제주특별자치도 제주시 원노형3길 15",33.4864381,126.4843724,18/11/22,18/11/22,"제주특별자치도 제주시 노형동 914-2","y"
1754,"공항","제주특별자치도 제주시 다호북길 7",33.5030656,126.4954283,19/07/12,19/07/12,"제주특별자치도 제주시 용담2동 1611-2","y"
1757,"제주시새우리","제주특별자치도 제주시 무근성7길 21",33.5146407,126.5204774,19/07/12,19/07/12,"제주특별자치도 제주시 삼도2동 1098-3","y"
1764,"제주돗","",33.3329658,126.2309207,19/07/12,19/07/12,"제주특별자치도 제주시 한경면 조수리 254-4","y"
1775,"조랑말타운","제주특별자치도 서귀포시 표선면 번영로 2486",33.4071123,126.7732639,19/07/14,19/07/14,"제주특별자치도 서귀포시 표선면 성읍리 2867","y"
1828,"속소","제주특별자치도 제주시 북선로 125 크라운컨트리클럽",33.5267711,126.6960602,19/07/20,19/07/20,"제주특별자치도 제주시 조천읍 북촌리 산65","y"
1785,"해군호텔","제주특별자치도 제주시 오일장서길 26",33.4423231,126.4442051,19/07/14,19/07/14,"제주특별자치도 제주시 애월읍 광령리 404-4","y"
1784,"제주여객터미널","",33.5265622,126.5438488,19/07/14,19/07/14,"제주특별자치도 제주시 건입동 908-18","y"
1858,"제주국제공항","제주특별자치도 제주시 공항로 2",33.5042493,126.4933476,19/07/22,19/07/22,"제주특별자치도 제주시 용담2동 1946","y"
1864,"자매국수","제주특별자치도 제주시 삼성로11길 3-5",33.5085488,126.5326157,19/07/23,19/07/23,"제주특별자치도 제주시 일도2동 1034-4","y"
1863,"일출다담팬션","제주특별자치도 서귀포시 일출로 270-2",33.4616819,126.9341535,19/07/23,19/07/23,"제주특별자치도 서귀포시 성산읍 성산리 136-7","y"
1865,"오션블루호텔","제주특별자치도 서귀포시 이어도로 67",33.2388536,126.4304425,19/07/23,19/07/23,"제주특별자치도 서귀포시 중문동 2538","y"
1866,"버드나무집","제주특별자치도 제주시 신북로 558",33.5414599,126.6674384,19/07/24,19/07/24,"제주특별자치도 제주시 조천읍 함덕리 1002-66","y"
1867,"롯데오토렌트카","제주특별자치도 제주시 용해로 92",33.5090346,126.5030555,19/07/24,19/07/24,"제주특별자치도 제주시 용담2동 855","y"
1871,"사려니숲길(붉은오름방면)","제주특별자치도 서귀포시 이어도로 75 대포어촌횟집",33.3971445,126.6849058,19/07/24,19/07/24,"제주특별자치도 서귀포시 표선면 가시리 산158-2","y"
1869,"자매국수","제주특별자치도 제주시 월랑로4길 6",33.4878087,126.4783894,19/07/24,19/07/24,"제주특별자치도 제주시 노형동 1279-1","y"
1870,"대포어촌횟집","제주특별자치도 서귀포시 이어도로 75 대포어촌횟집",33.2385948,126.4311064,19/07/24,19/07/24,"제주특별자치도 서귀포시 중문동 2536","y"
1872,"성산카베츠","제주특별자치도 서귀포시 일출로 264-4",33.4611116,126.9338836,19/07/24,19/07/24,"제주특별자치도 서귀포시 성산읍 성산리 141-1","y"
1873,"충민정","제주특별자치도 제주시 남성로 26",33.5024619,126.513159,19/07/24,19/07/24,"제주특별자치도 제주시 용담1동 2818-4","y"
1874,"섭지코지","",33.4216966,126.936415,19/07/24,19/07/24,"대한민국","y"
1875,"캐니스토리 호텔","제주특별자치도 제주시 도령로 124 제이케이 라마다 앙코르 제주 호텔",33.4922239,126.4905642,19/07/24,19/07/24,"제주특별자치도 제주시 연동 270-2","y"
1879,"제주국제공항","",33.4961269,126.4996421,19/07/24,19/07/24,"제주특별자치도 제주시 연동 48","y"
1885,"제주공항","제주특별자치도 제주시 노연로 132",33.4856355,126.4942519,19/07/25,19/07/25,"제주특별자치도 제주시 연동 294-5","y"
1886,"제주공항","",33.4947198,126.4955247,19/07/25,19/07/25,"제주특별자치도 제주시 연동 122","y"
1890,"북수구 공영주차장","",33.5146623,126.5280413,19/07/25,19/07/25,"제주특별자치도 제주시 일도1동 1230-5","y"
1892,"골든튤립호텔","제주특별자치도 서귀포시 고성동서로 115",33.451672,126.9189633,19/07/26,19/07/26,"제주특별자치도 서귀포시 성산읍 오조리 57-35","y"
1895,"별돈별","제주특별자치도 제주시 한경면 고산로8길 21-15",33.3086245,126.1801613,19/07/26,19/07/26,"제주특별자치도 제주시 한경면 고산리 2471","y"
1901,"아트스테이함덕점","",33.5452461,126.652068,19/07/29,19/07/29,"제주특별자치도 제주시 조천읍 신흥리 189","y"
1596,"갱이네보말칼국수","제주특별자치도 제주시 도남로 88",33.4926703,126.5280584,18/11/17,18/11/17,"제주특별자치도 제주시 이도2동 58-5","y"
1597,"제주김만복 본점","제주특별자치도 제주시 오라로 41",33.496979,126.5089617,18/11/17,18/11/17,"제주특별자치도 제주시 오라동 2250-1","y"
1599,"제주국제공항","제주특별자치도 제주시 공항로 2",33.506918,126.4927353,18/11/19,18/11/19,"제주특별자치도 제주시 용담2동 2002","y"
1600,"11","제주특별자치도 제주시 공항로 2",33.5073258,126.4926229,18/11/19,18/11/19,"제주특별자치도 제주시 용담2동 2002","y"
1601,"1","제주특별자치도 제주시 조함해안로 525",33.5432847,126.6714316,18/11/19,18/11/19,"제주특별자치도 제주시 조천읍 함덕리 산14-1","y"
1604,"당케올레국수","제주특별자치도 서귀포시 동홍로 7",33.3252602,126.8431319,18/11/19,18/11/19,"제주특별자치도 서귀포시 표선면 표선리 2954-21","y"
1619,"용두암","",33.515749,126.5119391,18/11/22,18/11/22,"제주특별자치도 제주시 용담2동 2580-54","y"
1621,"만장굴","제주특별자치도 제주시 해맞이해안로 9",33.5280492,126.7709083,18/11/22,18/11/22,"제주특별자치도 제주시 구좌읍 월정리 산41-3","y"
1622,"김녕 해안도로","제주특별자치도 제주시 해맞이해안로 9",33.5577677,126.7595822,18/11/22,18/11/22,"제주특별자치도 제주시 구좌읍 김녕리","y"
1623,"미로공원","제주특별자치도 제주시 비자림로 2134-47 매이즈랜드",33.4876643,126.801702,18/11/22,18/11/22,"제주특별자치도 제주시 구좌읍 평대리 3322","y"
1626,"가람돌솥밥","제주특별자치도 서귀포시 중문관광로 332 가람돌솥밥",33.2495663,126.4313129,19/06/20,19/06/20,"제주특별자치도 서귀포시 중문동 747-3","y"
1628,"김만복김밥 애월점","제주특별자치도 제주시 애월해안로 255",33.4675366,126.3388382,19/06/20,19/06/20,"제주특별자치도 제주시 애월읍 고내리 1105-1","y"
1644,"터닝포인트 제주호텔","제주특별자치도 서귀포시 일주동로 5199-13",33.3729092,126.872412,19/06/21,19/06/21,"제주특별자치도 서귀포시 성산읍 신산리 1183","y"
1666,"공항","",33.4974327,126.4898439,19/06/25,19/06/25,"제주특별자치도 제주시 도두동 136","y"
1669,"클랭블루","제주특별자치도 제주시 한경면 한경해안로 552-22",33.3448636,126.1772669,19/06/25,19/06/25,"제주특별자치도 제주시 한경면 신창리 1293-1","y"
1684,"숙소","제주특별자치도 제주시 광상로 49-1",33.4453182,126.4250357,19/06/28,19/06/28,"제주특별자치도 제주시 애월읍 광령리 4206-2","y"
1689,"중문카트","",33.2641367,126.3945174,19/06/29,19/06/29,"제주특별자치도 서귀포시 예래동 193-5","y"
1747,"마가리따은혜씨","제주특별자치도 서귀포시 일출로 258-11 삼다식당",33.4610626,126.9343146,19/07/10,19/07/10,"제주특별자치도 서귀포시 성산읍 성산리 140-8","y"
1771,"제주공항","제주특별자치도 제주시 공항로 2",33.5068723,126.4926582,19/07/14,19/07/14,"제주특별자치도 제주시 용담2동 2002","y"
1772,"용두암해촌","제주특별자치도 제주시 서해안로 614",33.5169619,126.5026428,19/07/14,19/07/14,"제주특별자치도 제주시 용담2동 1026-3","y"
1797,"비스타 케이 호텔 월드컵","제주특별자치도 서귀포시 김정문화로41번길 10-6 비스타케이호텔",33.2518972,126.5097284,19/07/16,19/07/16,"제주특별자치도 서귀포시 대륜동 745-1","y"
1800,"영락리 낚시 포인트","제주특별자치도 서귀포시 노을해안로 264",33.24707,126.2024675,19/07/17,19/07/17,"제주특별자치도 서귀포시 대정읍 영락리 1604","y"
1820,"산도롱맨도롱","제주특별자치도 제주시 해맞이해안로 2284",33.4968007,126.9102759,19/07/19,19/07/19,"제주특별자치도 제주시 구좌읍 종달리 484-1","y"
1816,"숙소","제주특별자치도 제주시 장원길 34-29",33.4129922,126.2788385,19/07/18,19/07/18,"제주특별자치도 제주시 한림읍 한림리 261","y"
1817,"카페 파라토도스","",33.3894352,126.2321008,19/07/19,19/07/19,"제주특별자치도 제주시 한림읍 금능리 1426","y"
1819,"다붓","제주특별자치도 서귀포시 중산간동로 3283-16",33.4478179,126.8800778,19/07/19,19/07/19,"제주특별자치도 서귀포시 성산읍 수산리 4764","y"
1821,"산도롱맨도롱","제주특별자치도 제주시 해맞이해안로 2284",33.4968007,126.9102759,19/07/19,19/07/19,"제주특별자치도 제주시 구좌읍 종달리 484-1","y"
1822,"카페 행온","제주특별자치도 제주시 행원로 151",33.5521246,126.8114575,19/07/19,19/07/19,"제주특별자치도 제주시 구좌읍 행원리 784-1","y"
1824,"제주김만복 성산점","제주특별자치도 서귀포시 성산등용로17번길 55",33.4601355,126.9294988,19/07/19,19/07/19,"제주특별자치도 서귀포시 성산읍 성산리 395","y"
1825,"윈스토리 호텔","제주특별자치도 서귀포시 천지로 2 평화떡방아",33.2475859,126.5575865,19/07/19,19/07/19,"제주특별자치도 서귀포시 천지동 341","y"
1829,"근고기","제주특별자치도 제주시 북선로 125 크라운컨트리클럽",33.531394,126.6286366,19/07/20,19/07/20,"제주특별자치도 제주시 조천읍 신촌리 631-1","y"
1995,"소드래","제주특별자치도 제주시 가령로 1",33.5040463,126.5367173,19/08/03,19/08/03,"제주특별자치도 제주시 이도2동 314-4","y"
2014,"봉순이네흑돼지","제주특별자치도 서귀포시 중산간서로 2392",33.271761,126.2786634,19/08/05,19/08/05,"제주특별자치도 서귀포시 대정읍 보성리 463-10","y"
2027,"제주공항","",33.4995564,126.4954688,19/08/06,19/08/06,"제주특별자치도 제주시 용담2동 1711","y"
